nom_du_verre,gamme,serie,variante,hauteur_min,hauteur_max,traitement_protection,traitement_photochromique,materiau,indice,fournisseur,url_gravure,url_source
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1823-nas-leica-V3L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1822-nas-leica-V2L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
VARIOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1821-nas-leica-V1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.67,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.74,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1817-nas-leica-M1L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.5,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
MONOVID®,STANDARD,INCONNU,STANDARD,14,14,OUI,OUI,ORGANIQUE,1.6,LEICA EYECARE,https://si.france-optique.com/img/gravures/nasal/web_1820-nas-leica-MD4L.tif.jpg,https://www.france-optique.com/gravures/fournisseur=2532
